Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
34,107748,522,employed,high school,14,22645,24,married,0,rent,293,0.288251716,home,6848,678,8979.0,8,21368,2.36645,2.3728008000000003,1194.194064,1
40,181155,594,employed,high school,17,29553,72,married,0,own,1068,0.417032061,auto,2732,3940,15096.25,2,31438,2.47553,2.00785615,709.2243116,1
53,110760,637,employed,high school,32,19832,24,married,2,own,353,0.484584022,education,4991,825,9230.0,5,37079,1.7633199999999998,1.70025891,980.5636539,1
43,95697,609,employed,high school,21,10157,48,married,0,mortgage,278,0.247052855,education,486,573,7974.75,7,8572,2.00657,2.27094001,323.9317776,1
43,57985,606,employed,high school,22,11662,24,married,0,mortgage,278,0.445962364,other,11141,12099,4832.083333,8,6481,1.83662,1.69643079,576.3957011,1
32,264869,440,employed,high school,6,27341,120,married,1,other,482,0.384451443,home,2965,422,22072.41667,7,1571,3.6234100000000002,3.83390638,894.0524272,1
42,82398,601,employed,high school,18,16025,24,married,3,rent,432,0.100831079,auto,1877,1350,6866.5,5,18920,1.90525,1.81851828,801.4683262,1
45,86672,584,employed,high school,22,13934,72,married,2,mortgage,661,0.506932087,home,2962,842,7222.666667,4,127219,2.3693400000000002,2.14585521,345.6432466,1
50,193355,603,employed,high school,26,11859,48,married,2,mortgage,364,0.254160924,education,2980,1541,16112.91667,3,277649,2.0535900000000002,1.9963876999999999,360.6454667,1
56,125534,658,employed,high school,33,23449,48,married,3,rent,628,0.369855504,debt consolidation,566,5361,10461.16667,4,63356,1.89449,1.88770868,699.6078837,1
38,82934,567,employed,high school,16,17341,48,married,3,own,161,0.179714255,other,10534,358,6911.166667,5,169899,2.28841,2.30337867,556.1256207,1
51,53587,573,employed,high school,29,24143,48,married,4,mortgage,120,0.235328391,other,2876,409,4465.583333,5,288203,2.3264299999999998,2.21163799,762.1774608,1
41,100822,488,employed,high school,19,35770,12,married,3,mortgage,604,0.472435417,auto,14700,1004,8401.833333,4,19185,2.5677,2.15602332,3340.304918,1
37,94234,551,employed,high school,13,11225,36,married,1,mortgage,652,0.224324637,debt consolidation,3677,5132,7852.833333,4,9052,2.20725,2.23308951,430.6117404,1
49,142784,601,employed,high school,26,42011,36,married,1,rent,623,0.330515129,debt consolidation,2055,277,11898.66667,2,56575,2.26511,2.22357131,1609.546545,1
62,75696,565,employed,high school,44,14292,48,married,0,rent,302,0.526944508,auto,269,264,6308.0,5,21657,2.26792,2.21903649,451.7632129,1
55,113523,643,employed,high school,33,10990,60,married,0,own,427,0.221712026,auto,4279,2107,9460.25,4,112469,1.9449,2.03889021,293.551019,1
60,224926,645,employed,high school,35,17157,60,married,2,mortgage,307,0.576554818,other,2494,516,10017.66667,10,5322,1.99657,2.07928355,462.1573364,1
31,142173,547,employed,high school,9,15194,60,married,5,mortgage,461,0.327507414,debt consolidation,5892,1477,11847.75,4,21705,2.46694,2.69687585,463.6700946,1
52,53457,603,employed,high school,29,10823,60,married,2,mortgage,614,0.163008005,education,9281,2808,4454.75,6,97975,2.14323,1.8720615500000002,279.09341,1
34,95862,502,employed,high school,11,17698,60,married,4,mortgage,286,0.241846128,education,1814,890,7988.5,4,136911,2.71698,2.62340772,532.3417308,1
52,153920,554,employed,high school,30,53578,60,married,2,own,802,0.36289557,home,5651,1348,12826.66667,4,32581,2.81578,2.5958919099999997,1602.847676,1
31,153227,607,employed,high school,9,13032,60,married,0,own,793,0.522554358,home,17875,1624,12768.91667,6,10402,2.14532,1.9595082799999999,342.3387281,1
36,122080,541,employed,high school,14,11729,60,married,2,mortgage,342,0.301653754,education,3243,139,10173.33333,2,5973,2.46229,2.73959984,360.9300929,1
41,38373,605,employed,high school,22,8377,60,married,4,rent,430,0.232242894,other,1516,1388,3197.75,4,71591,2.1087700000000003,1.8540462,215.1913257,1
33,69343,593,employed,high school,12,10275,60,married,0,own,237,0.10454093,auto,18283,908,5778.583333,3,47131,2.18775,2.2770329,288.3028635,1
39,300000,557,employed,high school,17,30254,60,married,2,other,653,0.308742131,home,1849,1413,25000.0,4,77613,2.5675399999999997,2.49733318,887.5219897,1
29,78394,592,employed,high school,9,21956,60,married,0,own,197,0.360426782,home,11234,76,6532.833333,2,7118,2.30956,1.847648,563.2447877,1
34,107325,520,employed,high school,11,18687,60,married,0,own,117,0.164350758,education,13390,1279,8943.75,6,55480,2.63687,2.64827647,564.8507783,1
46,45083,597,employed,high school,22,14869,60,married,3,mortgage,308,0.096255169,other,2946,1196,3756.916667,2,51359,2.21369,1.770952,375.2292033,1
52,136905,602,employed,high school,32,17474,60,married,1,own,494,0.246252324,education,5455,7732,11408.75,4,137246,2.21474,2.33897367,496.5209159,1
36,109845,502,employed,high school,12,16100,60,married,0,mortgage,1283,0.353454084,education,7173,9408,9153.75,5,8307,2.701,2.45604173,468.4161702,1
39,56601,484,employed,bachelor,19,10793,36,married,0,own,195,0.327050722,debt consolidation,3583,1908,4716.75,6,70774,2.53793,2.39913443,423.3911284,1
55,47062,636,employed,bachelor,32,11422,24,married,0,rent,328,0.460491828,debt consolidation,8631,308,3921.833333,6,820714,1.6842199999999998,1.85906918,573.4983679,1
42,86273,613,employed,master,18,15395,36,married,2,rent,456,0.069175863,debt consolidation,1892,5922,7189.416667,6,161687,1.9389500000000002,1.55692348,537.9741753,1
38,127835,564,employed,master,19,10177,24,married,0,mortgage,142,0.471789187,home,30655,2651,10652.91667,2,73286,2.03177,2.06575418,521.2415052,1
46,164996,585,employed,bachelor,23,26464,12,married,3,mortgage,230,0.628745229,auto,6268,456,13749.66667,4,7021,1.98964,1.62583432,2404.337923,1
52,132794,567,employed,associate,34,12954,24,married,3,mortgage,303,0.015948952,debt consolidation,5490,1928,11066.16667,5,56593,2.04454,1.90099179,653.0556496,1
32,162138,641,employed,doctorate,12,6286,84,single,2,own,244,0.096694499,other,2004,1952,13511.5,7,45196,2.10786,1.84014391,133.6013181,1
18,296766,557,employed,master,0,15798,84,single,0,mortgage,205,0.087927009,other,365,338,24730.5,5,66096,2.6229799999999996,2.5490385300000002,404.8398238,1
29,60413,559,employed,associate,9,36182,36,single,0,own,405,0.26048584,other,6772,266,5034.416667,4,263319,2.41682,1.9792627400000002,1340.832765,1
28,113642,575,employed,master,4,20684,84,single,2,mortgage,514,0.200536235,other,888,2941,9470.166667,5,97574,2.58184,2.40008784,510.4059781,1
44,67918,607,employed,master,23,20681,60,single,1,own,399,0.141431412,other,2157,1271,5659.833333,7,86467,2.22181,2.25204009,577.3226627,1
33,136145,638,employed,doctorate,9,18343,24,single,4,mortgage,446,0.330799976,other,8627,17673,11345.41667,6,56277,1.74343,1.75236371,911.5414062,1
37,78005,560,employed,master,16,28686,48,single,2,rent,278,0.385761678,other,3115,398,6500.416667,4,10781,2.4368600000000002,2.23729349,909.6012303,1
52,58089,614,employed,master,29,15575,48,single,0,mortgage,740,0.441721442,other,1697,971,4840.75,4,10546,2.03575,2.0871173,481.2121376,1
31,160851,476,employed,bachelor,9,18064,48,single,2,rent,581,0.380781345,other,1105,3346,13404.25,2,22069,2.7506399999999998,3.0387556399999998,654.4903545,1
40,275114,527,employed,associate,18,33576,48,single,0,other,704,0.25721136,other,435,691,12791.83333,1,64552,2.65076,2.70611217,1152.228228,1
31,61087,586,employed,bachelor,11,22077,48,single,5,mortgage,307,0.144959748,other,4491,1580,5090.583333,4,96724,2.24077,1.9994308799999998,671.7441684,1
40,67939,618,employed,master,18,27327,48,single,0,mortgage,255,0.310192787,other,1747,6451,5661.583333,6,72226,2.13327,2.00034127,831.6201999,1
54,104745,500,employed,associate,32,12576,60,single,2,rent,250,0.235949557,other,4311,174,8728.75,4,9540,2.67576,2.73220737,386.4368264,1
49,84810,616,employed,high school,26,14402,36,single,0,rent,366,0.26420818,other,2311,2947,7067.5,5,27900,1.9140199999999998,2.02000716,536.6992235,1
46,129833,556,employed,doctorate,27,30047,24,single,1,own,396,0.330378289,other,11544,2092,10819.41667,4,66596,2.27047,2.1639216599999997,1553.434762,1
45,164747,601,employed,bachelor,22,26356,120,single,1,mortgage,227,0.140410026,other,11618,1470,13728.91667,6,43727,2.80856,2.60273559,618.7736564,1
47,68894,611,employed,associate,23,35420,24,single,3,mortgage,551,0.3322366,other,26102,1746,5741.166667,4,630154,2.0492,2.04714102,1810.896763,1
44,34670,616,employed,bachelor,21,18368,48,single,0,other,280,0.305821214,other,23683,1067,2889.166667,4,13101,2.05368,1.7027142400000002,530.267385,1
49,100210,548,employed,high school,29,16217,48,single,0,rent,266,0.033771294,other,2735,1230,8350.833333,5,100857,2.37217,1.9814200300000002,491.8852399,1
47,134094,648,employed,master,25,28507,48,single,0,own,145,0.378081606,education,1324,431,11174.5,4,101723,1.99507,2.22201993,901.5550944,1
38,74407,598,employed,bachelor,18,16099,24,single,1,mortgage,377,0.017208603,education,2989,921,6200.583333,8,335330,1.92099,2.1194812699999996,828.7988803,1
60,54050,577,employed,high school,35,12900,48,single,2,own,205,0.314649293,education,230,1589,4504.166667,6,106102,2.194,1.87548038,384.0444217,1
54,51148,515,employed,bachelor,30,11364,24,single,0,other,295,0.474583071,education,2394,1280,4262.333333,9,5509,2.28864,2.03177306,580.1453158,1
53,131352,586,employed,bachelor,31,18768,48,single,4,mortgage,665,0.324453263,education,997,9811,10946.0,6,3853,2.20768,2.32643169,604.2631705,1
37,85196,606,employed,bachelor,15,9975,60,single,0,own,387,0.221638048,education,7036,174,7099.666667,1,1403366,2.11975,2.41349782,287.7424982,1
51,190592,609,employed,associate,28,25393,48,single,1,own,246,0.353724662,education,10735,2107,15882.66667,6,1572,2.15893,2.2939933900000002,813.0475767,1
47,92817,525,employed,associate,27,22198,72,single,2,other,683,0.052205748,education,3726,1682,7734.75,6,226715,2.7469799999999998,2.69209286,624.3802009,1
34,68885,564,employed,master,13,24158,48,single,4,rent,302,0.370968811,education,1982,327,5740.416667,6,10754,2.3715800000000002,2.31767739,776.6410729,1
30,81584,563,employed,master,8,14821,12,single,1,rent,239,0.286107216,education,651,9769,6798.666667,4,8712,1.98321,2.02522588,1374.725992,1
19,125882,504,employed,high school,0,26768,24,single,0,rent,124,0.028659382,education,2075,275,10490.16667,3,3593,2.49768,2.24531965,1394.672437,1
56,195520,648,employed,bachelor,31,25971,60,single,2,own,471,0.661689,education,6609,2107,16293.33333,1,4607,2.0697099999999997,2.0115851200000003,689.7478512,1
51,174703,598,employed,bachelor,28,18932,60,single,2,mortgage,606,0.19167174,education,1969,462,14558.58333,3,12392,2.24932,2.19966172,522.8448303,1
41,67957,578,employed,associate,17,7656,60,single,2,own,1504,0.23990329,education,23468,1705,5663.083333,2,9222,2.23656,2.13588303,208.6688866,1
48,76419,528,employed,bachelor,24,10240,48,single,5,own,625,0.237200318,education,4403,964,6368.25,7,64274,2.4124,2.08756249,316.4040923,1
26,88860,581,employed,master,5,29986,48,single,2,rent,328,0.405803145,education,10368,2844,7405.0,5,115716,2.34486,2.41585406,980.228676,1
48,111381,585,employed,master,21,26170,72,single,2,mortgage,254,0.139634034,education,1103,1594,9281.75,1,5255,2.4867,2.08655641,640.0446633,1
42,77450,564,employed,associate,20,26360,60,single,0,mortgage,315,0.641017048,education,40803,1090,6454.166667,5,21302,2.4936,2.48043428,770.6801352,1
32,94506,598,employed,associate,8,12257,24,single,2,own,218,0.18877666,education,5557,796,7875.5,2,33085,1.88257,2.17476674,634.344241,1
49,135886,564,employed,high school,26,16990,36,single,0,rent,348,0.231464141,education,8328,2360,11323.83333,6,85529,2.1999,2.5003495399999998,675.5508516,1
45,152277,633,employed,bachelor,22,21419,36,single,0,rent,570,0.228979371,education,2968,1394,12689.75,5,207058,1.89919,1.8561387900000001,780.3935166,1
19,95305,555,employed,high school,0,12659,60,single,2,other,698,0.273603197,education,5131,8128,7942.083333,5,186463,2.40159,2.59581513,378.7028363,1
49,58097,550,employed,high school,30,12637,36,single,0,own,360,0.106935414,education,12582,734,4841.416667,0,67640,2.22637,2.05839214,473.4044472,1
47,90137,604,employed,high school,24,14379,60,single,1,mortgage,338,0.636903079,education,741,435,7511.416667,6,8968,2.17379,2.2821115,403.8743284,1
42,112054,614,employed,master,19,12312,48,single,1,own,483,0.212478837,education,3638,8371,9337.833333,1,10280,2.00312,1.7378843499999999,357.6810244,1
49,109527,572,employed,master,23,24242,72,single,2,rent,282,0.130754634,education,3308,2785,9127.25,11,40320,2.53242,2.5852287499999997,665.7461714,1
27,133055,526,employed,bachelor,3,15716,60,single,1,rent,259,0.181806282,education,4384,278,11087.91667,7,5846,2.57716,2.48215343,459.6425137,1
37,77706,485,employed,high school,14,16698,48,single,3,mortgage,230,0.281092074,education,2121,8169,6475.5,4,314121,2.69198,3.14138399,615.0363626,1
56,117313,602,employed,master,35,14001,36,single,0,own,491,0.192700932,education,1485,336,9776.083333,5,30894,1.98001,2.08519335,526.4248189,1
39,117140,540,employed,doctorate,16,21995,12,single,0,mortgage,639,0.230712485,education,731,5548,9761.666667,6,14517,2.16995,1.9156499900000001,2028.627121,1
18,86985,573,employed,bachelor,0,29261,36,single,4,mortgage,750,0.241843068,education,3363,1816,7248.75,4,147864,2.27761,2.34915465,1140.195343,1
46,70314,580,employed,bachelor,24,23972,36,single,1,mortgage,591,0.500486882,education,17726,298,5859.5,1,203179,2.18972,1.95959971,885.958452,1
51,64980,581,employed,master,31,15346,36,single,0,own,801,0.254593227,auto,4926,1073,5415.0,10,19686,2.09846,2.00095934,570.3873657,1
39,122750,625,employed,bachelor,18,21197,48,single,4,own,230,0.178736125,auto,1738,8619,10229.16667,5,8969,2.0369699999999997,2.1321929,660.0557265,1
44,99138,524,employed,high school,19,23007,48,single,4,rent,472,0.2485996,auto,2596,152,8261.5,6,1156,2.5600699999999996,2.4434250299999998,755.6043743,1
53,85512,628,employed,associate,30,20367,48,single,1,own,338,0.314813123,auto,2369,1188,7126.0,8,96908,2.01367,1.82711544,601.1702804,1
56,62365,611,employed,bachelor,35,12017,96,single,1,own,361,0.284566639,auto,1759,129,5197.083333,4,257870,2.4151700000000003,2.2673912,272.1884637,1
43,77455,587,employed,bachelor,22,12345,60,single,1,mortgage,526,0.706233728,auto,1923,789,6454.583333,6,172923,2.23845,2.16240102,338.3216593,1
45,49817,527,employed,high school,23,13637,48,single,1,mortgage,191,0.173477707,auto,2659,117,4151.416667,4,254254,2.45137,2.2517456399999998,433.4884862,1
44,96152,587,employed,associate,20,23333,72,single,0,rent,311,0.209147609,auto,1688,653,8012.666667,4,28275,2.44833,2.44595383,620.8092895,1
47,82186,593,employed,master,27,17474,108,single,0,other,333,0.189190929,auto,880,472,6848.833333,7,102120,2.6597399999999998,2.27400359,381.3446363,1
61,142813,634,employed,master,34,9249,60,single,1,own,247,0.263993834,auto,5765,845,11901.08333,1,7608,1.97249,2.23557892,257.3218106,1
42,77381,614,employed,master,16,6777,36,single,2,own,478,0.530556249,auto,1054,1675,6448.416667,7,8481,1.84777,1.79946523,244.9866045,1
25,115675,581,employed,high school,4,28033,60,single,1,mortgage,470,0.292597666,auto,938,980,9639.583333,7,88604,2.4253299999999998,2.01459324,744.9811278,1
47,114092,570,employed,bachelor,26,11739,36,single,3,rent,417,0.425306288,auto,1209,1059,9507.666667,4,28346,2.1173900000000003,2.3008329499999998,454.4643862,1
49,106947,633,employed,high school,28,12215,60,single,2,rent,345,0.329155045,auto,1799,4351,8912.25,6,6029,2.00715,1.7376170199999998,306.0503453,1
29,63345,415,employed,bachelor,5,18886,36,single,2,mortgage,221,0.202569706,auto,18816,91,5278.75,8,3791,2.96386,2.81968767,783.2028708,1
41,59700,604,employed,associate,22,7871,60,single,1,rent,271,0.163896622,auto,3022,1546,4975.0,1,9398,2.10871,2.26666434,220.3822936,1
54,140349,627,employed,bachelor,33,53227,36,single,2,mortgage,188,0.395298033,auto,4327,1071,11695.75,8,62307,2.2472700000000003,2.3136491,2064.190807,1
67,31749,632,employed,bachelor,43,13340,48,single,5,mortgage,288,0.461897717,auto,1188,1830,2645.75,8,255161,1.9234,1.68960498,384.2092112,1
45,134239,613,employed,associate,24,16223,36,single,1,own,352,0.693622441,auto,872,5389,11186.58333,3,168089,1.94723,2.10793634,611.8638748,1
47,76289,613,employed,bachelor,24,12887,84,single,3,own,338,0.439259871,auto,3546,912,6357.416667,5,440794,2.31387,2.24103188,305.1635435,1
44,174659,630,employed,associate,23,15723,72,single,0,mortgage,267,0.265831907,auto,1631,3196,7963.416667,6,49964,2.15723,2.36614782,410.7116528,1
40,54734,608,employed,bachelor,15,14540,48,single,1,mortgage,317,0.140503426,auto,7299,1445,4561.166667,9,9275,2.0554,1.96352776,439.6369501,1
36,59545,603,employed,bachelor,12,9443,96,single,2,other,553,0.237058015,auto,3235,3404,4962.083333,2,52026,2.42943,2.27902249,214.5961142,1
22,89382,548,employed,associate,1,19877,36,single,3,rent,232,0.507939678,auto,12839,730,7448.5,6,31598,2.30877,2.27036961,766.3668127,1
36,100965,582,employed,associate,10,22872,72,single,0,mortgage,512,0.04078077,auto,1696,1686,8413.75,9,48518,2.4687200000000002,2.36836726,597.7628141,1
41,84281,636,employed,bachelor,17,20726,84,single,3,rent,226,0.388460851,auto,3822,782,7023.416667,4,28599,2.27726,2.04199785,465.5012098,1
34,51120,623,employed,master,8,13614,12,single,1,mortgage,258,0.151346237,auto,8734,659,4260.0,7,38261,1.67114,1.59689836,1235.010087,1
43,118267,591,employed,master,22,26511,96,single,4,mortgage,294,0.230273313,auto,2619,165,9855.583333,4,258251,2.66011,2.37434895,618.9036769,1
58,69034,636,employed,associate,33,13898,36,single,4,rent,332,0.057573349,auto,3274,1385,5752.833333,2,55724,1.80898,1.48843847,480.9922408,1
39,105765,555,employed,bachelor,16,19990,96,single,2,rent,214,0.337003831,auto,15713,2735,8813.75,6,8126,2.7749,2.66738961,505.6084493,1
44,87759,639,employed,bachelor,24,22740,60,single,0,rent,322,0.067441205,auto,4780,1448,7313.25,6,32769,2.0824000000000003,2.0614948,610.2781398,1
43,33510,609,employed,associate,22,6945,72,single,2,own,517,0.464754832,auto,1775,5389,2792.5,4,93800,2.17445,1.99617172,166.1982979,1
26,58927,567,employed,bachelor,2,10742,48,single,0,own,448,0.230093922,auto,2334,1060,4910.583333,4,121540,2.22242,1.98891803,326.2490357,1
50,82121,654,employed,bachelor,32,15683,60,single,0,rent,204,0.46622199,auto,1868,247,6843.416667,4,4864,1.93683,1.79772571,398.0511164,1
50,208583,586,employed,doctorate,30,9780,36,single,3,mortgage,600,0.325542052,auto,1504,517,17381.91667,4,30010,2.0178,1.95447449,361.1952076,1
65,114005,597,employed,high school,44,14212,96,single,2,rent,700,0.512466597,auto,247,2913,9500.416667,9,18291,2.50712,2.31172653,325.9840615,1
41,113726,628,employed,bachelor,20,51881,60,single,0,own,1278,0.223034552,auto,905,2166,9477.166667,3,502762,2.4288100000000004,2.42825299,1501.030989,1
59,82181,544,employed,high school,36,9994,60,single,0,rent,402,0.236007117,auto,1730,486,6848.416667,5,88663,2.4299399999999998,2.45855062,290.9135332,1
37,174738,628,employed,doctorate,12,17352,48,single,3,mortgage,533,0.417136782,auto,1497,2238,14561.5,4,10336,1.98352,1.82430001,511.9209617,1
40,87234,607,employed,bachelor,15,6165,120,single,0,other,345,0.326993769,auto,1796,292,7269.5,8,10840,2.57665,2.43518154,137.4419438,1
48,186221,664,employed,bachelor,29,27196,120,single,3,rent,616,0.575875983,auto,3167,1467,15518.41667,6,9606,2.5019599999999995,2.03353114,531.6384393,1
62,78845,600,employed,associate,36,20234,60,single,2,rent,475,0.527956221,auto,726,2115,6570.416667,7,95311,2.25234,1.97435538,533.194133,1
33,121107,639,employed,master,12,19592,60,single,1,rent,570,0.422348936,auto,5918,405,10092.25,3,113207,2.05092,2.17745233,538.6010501,1
34,115637,588,employed,doctorate,11,11315,60,single,1,own,259,0.574298753,debt consolidation,1755,2354,9636.416667,2,705839,2.22315,2.00654839,300.1907196,1
60,178505,624,employed,doctorate,38,27743,12,single,3,mortgage,1228,0.10457766,debt consolidation,2681,2148,14875.41667,6,234833,1.8074299999999999,1.9099133400000001,2558.012712,1
70,120596,616,employed,master,48,18759,24,single,2,mortgage,541,0.309932896,debt consolidation,2767,234,10049.66667,9,12089,1.85759,1.7254550699999998,929.7834915,1
42,145244,540,employed,master,20,15861,60,single,2,mortgage,561,0.145396738,debt consolidation,974,402,12103.66667,5,136836,2.50861,2.2922082,446.4193,1
54,53131,607,employed,associate,31,13500,48,single,2,mortgage,160,0.322882762,debt consolidation,7382,298,4427.583333,5,4176,2.05,1.9544539699999999,407.5410233,1
43,90596,577,employed,master,22,19420,60,single,0,own,481,0.585693221,debt consolidation,3071,1181,7549.666667,8,119150,2.3592,1.96625158,510.87131,1
36,66761,597,employed,master,15,36768,48,single,4,rent,428,0.084300956,debt consolidation,798,1053,5563.416667,3,1035150,2.33268,2.6791267899999998,1256.141663,1
36,108752,578,employed,bachelor,13,11176,36,single,1,mortgage,375,0.114258945,debt consolidation,1658,296,9062.666667,8,5611,2.07176,1.82483363,405.4328156,1
45,63382,618,employed,high school,25,7330,12,single,4,mortgage,246,0.161009151,debt consolidation,1921,527,5281.833333,6,11532,1.6333,1.84002122,673.4112555,1
50,132014,539,employed,associate,25,39996,36,single,0,other,401,0.153128122,debt consolidation,15469,399,11001.16667,2,72854,2.55496,2.5200306599999998,1594.474225,1
45,130301,584,employed,associate,20,18581,48,single,2,own,347,0.166759248,debt consolidation,1558,1025,10858.41667,6,197481,2.21581,1.92969434,558.4898105,1
51,114136,587,employed,associate,27,21906,72,single,2,own,381,0.348851396,debt consolidation,4811,457,9511.333333,6,8894,2.43406,2.54485045,596.1288892,1
39,127120,499,employed,associate,16,10899,60,single,0,other,365,0.572745627,debt consolidation,2138,1899,10593.33333,6,46269,2.66399,2.7148613999999998,333.7733149,1
25,76711,563,employed,bachelor,3,17503,36,single,3,rent,148,0.256598463,debt consolidation,1864,1709,6392.583333,6,4804,2.21003,1.87440016,639.3271298,1
18,57358,570,employed,doctorate,0,17374,36,single,2,own,181,0.111108713,debt consolidation,3922,2638,4779.833333,5,3023,2.17374,2.19962558,663.4872807,1
37,125494,589,employed,bachelor,12,7354,96,single,2,mortgage,258,0.759138825,debt consolidation,31092,1189,10457.83333,3,13285,2.4785399999999997,2.44120548,174.9074265,1
32,82293,577,employed,bachelor,12,14657,60,single,0,mortgage,264,0.325203219,debt consolidation,770,451,6857.75,3,237500,2.31157,2.42661806,423.9196436,1
56,125253,619,employed,master,34,15717,60,single,0,rent,301,0.306249642,debt consolidation,1965,1457,10437.75,6,93371,2.11217,1.97956509,414.6193181,1
61,55467,677,employed,bachelor,41,15902,36,single,0,mortgage,209,0.265934268,debt consolidation,14571,2447,4622.25,8,21087,1.6240199999999998,1.5195388900000002,552.770817,1
44,123042,631,employed,bachelor,24,16449,48,single,3,rent,165,0.313962375,debt consolidation,8653,1010,10253.5,6,127598,1.9594900000000002,2.0556466700000002,505.4388117,1
56,76393,677,employed,doctorate,34,37023,108,single,1,mortgage,599,0.12035791,debt consolidation,1811,665,6366.083333,9,10874,2.43523,1.948184,729.1326677,1
55,232764,621,employed,bachelor,30,14466,60,single,2,other,550,0.576221168,debt consolidation,2020,1256,19397.0,7,4698,2.0896600000000003,2.3330347000000002,410.5536404,1
31,81886,630,employed,associate,13,23945,48,single,2,mortgage,601,0.214650895,debt consolidation,4440,1411,6823.833333,6,39970,2.03945,1.9832197800000002,726.5159608,1
33,247516,658,employed,doctorate,12,23297,60,single,1,rent,584,0.299080626,debt consolidation,3026,3796,20626.33333,3,272665,1.9929700000000001,1.90717688,605.2573908,1
55,192397,578,employed,master,33,24475,48,single,3,other,467,0.272574214,debt consolidation,2642,213,16033.08333,6,414428,2.3047500000000003,2.5089878999999997,812.7481123,1
45,71201,562,employed,master,22,9033,60,single,0,own,857,0.381989676,debt consolidation,24441,80,5933.416667,8,433093,2.33033,2.170484,247.9680957,1
45,142755,526,employed,associate,21,21175,24,single,0,own,531,0.220732487,debt consolidation,3320,738,11896.25,7,82884,2.33175,2.44049755,1123.830085,1
49,76724,582,employed,associate,22,16010,60,single,0,mortgage,187,0.163988159,debt consolidation,3739,1072,6393.666667,5,6511,2.3001,2.31190616,452.425288,1
47,86011,518,employed,master,24,18082,36,single,0,mortgage,449,0.110947263,debt consolidation,8467,499,7167.583333,9,1827,2.44082,1.9526560000000002,667.6379385,1
68,75930,657,employed,associate,47,14771,36,single,2,rent,215,0.696808884,debt consolidation,2456,476,6327.5,8,120144,1.71271,1.7216683099999999,528.2207159,1
49,88413,562,employed,associate,26,13437,84,single,0,rent,194,0.213021584,debt consolidation,3744,304,7367.75,5,87179,2.57437,2.4714698399999997,337.6652167,1
28,110862,635,employed,master,6,17165,12,single,1,mortgage,288,0.054098716,debt consolidation,7078,915,9238.5,6,69650,1.6466500000000002,1.48113569,1547.7564,1
18,73166,567,employed,master,0,20956,84,single,3,mortgage,211,0.264691774,debt consolidation,4478,980,6097.166667,7,52687,2.6245600000000002,2.099648,478.0080262,1
30,100342,519,employed,bachelor,6,19970,60,single,2,mortgage,766,0.184639074,debt consolidation,3149,167,8361.833333,9,107152,2.6547,2.61218839,599.3529952,1
53,56075,598,employed,master,30,21837,60,single,1,own,487,0.131829902,debt consolidation,908,4517,4672.916667,8,153261,2.2783700000000002,2.16308739,598.5401339,1
37,85839,577,employed,associate,15,6356,48,single,1,mortgage,299,0.192731854,debt consolidation,2357,503,7153.25,7,30415,2.12856,2.06557702,195.6430545,1
18,115660,527,employed,bachelor,0,10937,24,single,3,mortgage,386,0.168269584,debt consolidation,14098,2444,9638.333333,7,26054,2.22437,2.19900853,567.3378297,1
33,70960,588,employed,associate,7,16874,108,single,0,mortgage,347,0.355964205,debt consolidation,7909,405,5913.333333,1,10120,2.67874,2.2834371,369.3135033,1
32,66867,470,employed,bachelor,10,12136,36,single,1,mortgage,328,0.185852939,debt consolidation,3734,221,5572.25,6,3915,2.6213599999999997,2.57201874,487.1598379,1
55,170725,491,employed,bachelor,33,33907,84,single,2,rent,198,0.156996261,debt consolidation,27521,1895,14227.08333,5,27329,3.13407,3.760884,1148.650993,1
26,131982,591,employed,doctorate,7,33229,36,single,1,mortgage,509,0.155928621,debt consolidation,2921,1071,10998.5,5,14309,2.22729,2.3424694600000002,1293.652214,1
52,45350,640,employed,associate,32,7080,60,single,1,mortgage,227,0.545172336,debt consolidation,3728,345,3779.166667,4,213156,1.9208,1.89917005,183.6267715,1
43,69165,597,employed,master,17,14396,36,single,2,own,273,0.620107221,debt consolidation,3106,664,5763.75,3,13823,2.00896,2.01640095,536.210739,1
60,61595,560,employed,associate,34,19719,36,single,2,mortgage,170,0.275445536,debt consolidation,1693,515,5132.916667,5,2373,2.24719,2.18076814,751.1170746,1
41,64045,515,employed,associate,19,22332,24,single,2,mortgage,390,0.631458805,debt consolidation,5621,209,5337.083333,4,397037,2.39832,2.56979326,1199.727228,1
44,102727,621,employed,master,23,22894,60,single,1,rent,395,0.546556788,debt consolidation,1407,663,8560.583333,2,51180,2.17394,1.82860343,584.9253511,1
49,100576,564,employed,doctorate,31,16871,12,single,1,mortgage,632,0.203908638,home,11034,478,8381.333333,6,13905,1.99871,1.7157471599999998,1539.97644,1
37,97177,595,employed,bachelor,15,20008,24,single,1,mortgage,575,0.080819931,home,18188,3935,8098.083333,2,212767,1.97508,1.78873305,997.792549,1
26,137645,557,employed,high school,5,16784,96,single,1,rent,177,0.083914461,home,450,290,11470.41667,5,1908,2.7328400000000004,2.2716820600000003,380.6273622,1
